names,location,max mag,min mag,period
SU    Del  ,205117.6+063059 ,12,16.2,238.1
LL    Sco  ,172414.8-434919 ,14.9,<16.5      ,238.1
RU    And *,013836.3+384014 ,9.9,14.5,238.3
TU    Tel  ,182030.3-523829 ,12,16,238.4
W     CrB  ,161524.6+374744 ,7.8,14.3,238.4
EF    CrA  ,180002.5-381631 ,14.5,<16.5      ,238.5
V0551 Aql  ,195117.7-024211 ,14.2, 18.0  :   ,238.5
V2102 Oph *,171032.5-262212 ,13.7,<18.0      ,238.6
QZ    TrA  ,155622.7-612434 ,11.9,<14.0      ,238.8
TU    Pup  ,081705.1-343524 ,9.3,14.2,238.95
SV    Her  ,182623.1+250133 ,9.1,15.1,238.99
V0594 CrA  ,182619.3-404041 ,13,15.5,239
FI    Her  ,180954.8+312146 ,12.4,<16.       ,239
EL    CrA  ,180046.5-374451 ,14.3,<16.5      ,239
GR    Ser  ,180924.4-151936 ,10.1,13.4,239
RS    Phe *,011401.5-564644 ,10.6,<14.5      ,239
QV    TrA  ,154802.8-635755 ,13.4,<16.7      ,239
EU    Cir  ,150356.6-641343 ,12.3,<14.5      ,239
FY    Nor  ,163233.8-563319 ,14.7,<16.5      ,239
HM    And  ,010453.2+450138 ,13.6,17.6,239
V0931 Sgr  ,182703.7-283218 ,12.5,<15.5      ,239
V1677 Sgr  ,183142.4-224343 ,13,15.5,239
V1828 Oph  ,171833.0-164505 ,13.6,18,239
V1916 Oph  ,172058.9-203847 ,13.9,18.9,239
AW    Oph  ,180838.8+043343 ,12.8,<17.0      ,239
V1201 Oph  ,170039.0-213658 ,15.5,<19.9      ,239
V0363 Sco  ,175429.6-430234 ,15,<16.5      ,239.5
V3537 Sgr *,183306.2-362227 ,17,<19.3      ,   239.5         :  
X     Mic  ,210436.8-331647 ,9.8,<14.3      ,239.64
RR    Her  ,160413.4+502957 ,8.8,13.5,239.7
AG    Del  ,203417.7+183512 ,10.7,<15.5      ,239.73
RX    Mic  ,205426.4-274416 ,9.5,<14.0      ,239.75
V0935 Sgr *,183200.3-311158 ,11.1,17.5,239.8
RR    Pav  ,200652.5-632428 ,11,<14.       ,239.8
TZ    Tuc *,005259.8-695310 ,11.2,<17.7      ,239.92
V1920 Sgr  ,183816.8-203018 ,13,<16.2      ,240
OQ    Vul  ,192107.4+200207 ,13.8,15.9,240
V0436 Hya  ,100535.1-123515 ,9.7,11.7,240
V2329 Sgr  ,181625.1-275257 ,14.9,18,240
V1845 Sgr *,181813.6-244853 ,14.1,16.3,240
PS    TrA  ,153129.2-661435 ,12.5,<16.3      ,240
V1050 Cen  ,113743.2-440431 ,10.4,14.5,240
V0382 Oph  ,175105.5+053653 ,14.7,19,240
TX    Aps  ,144803.0-724738 ,13,<16.5      ,240
X     Aps  ,140422.6-713426 ,14,<16.5      ,240
V1496 Sco  ,171652.4-330028 ,13.1,<18.0      ,240
V1481 Sco  ,171442.0-320910 ,11.6,17.6,240
V1766 Sgr  ,180425.1-331148 ,14.2,<15.8      ,240
EP    Vel *,084141.3-480645 ,9.8,11.2,240
V2420 Sgr  ,175825.5-285427 ,16.7,<19.5      ,240
V0485 CrA  ,180537.8-421633 ,14.5,<15.5      ,240
V2058 Sgr  ,185300.0-205648 ,13.6,<16.0      ,240
V4004 Sgr  ,180338.3-300902 ,14.4,           ,240
V1464 Sco  ,171333.1-325652 ,13.1,17.6,240
SU    Sge  ,190600.9+173435 ,14,16,240
AF    Tau  ,033622.2+240928 ,13.8,15.4,240
V0444 Vel  ,110055.4-480056 ,11.2,<14.8      ,240
V1489 Sco  ,171526.4-322646 ,12.3,<18.0      ,240
BF    Per  ,032156.9+461407 ,15.1,16.7,240
V0511 Cen  ,141724.0-374241 ,12.8,15.5,240
V2467 Sgr  ,175948.0-290351 ,16.9,<18.5  :   ,240
V1490 Sco  ,171529.1-321429 ,12.4,<16.0      ,240
V1735 Sgr  ,180103.7-285632 ,14.6,<15.4      ,240
IL    Sge  ,190845.1+174122 ,10.1,12.6,240
GN    Aur  ,055439.3+403327 ,10.5,13.2,240
V0336 Cen  ,141302.4-572217 ,12.7,14.3,240
PQ    Tel  ,191025.4-511518 ,10.7,<14.5      ,240
V0875 Ara  ,170943.5-514052 ,10.4,<14.0      ,240
FP    CrA  ,180500.2-372533 ,14.8,<16.5      ,240
V2331 Sgr  ,181706.9-235751 ,14.5,16.2,   240.          :  
V0674 Sgr *,181333.9-351238 ,14,17.9,   240.          :  
V1421 Oph  ,170756.6-184840 ,13.1,14.7,   240.          :  
V0456 And  ,001352.6+452634 ,10.1,11.1,   240.          :  
RW    Pyx  ,092635.0-300319 ,12.6,14.2,   240.          :  
ST    Lup  ,154623.4-370814 ,15.5,18.5,   240.          :  
LL    Ara  ,175649.1-503842 ,14.8,<16.5      ,   240.          :  
NO    Car  ,093929.4-615803 ,14.8,<15.5      ,   240.          :  
V0566 Aur  ,054203.0+410348 ,10.8,11.2,   240.          :  
WX    Per  ,033725.0+433908 ,13,16,   240.          :  
V1511 Sgr  ,180427.3-300116 ,16.3,<19.0      ,240
V1475 Oph  ,170929.9-210706 ,13.8,<17.4      ,240
V3333 Sgr  ,182636.1-345818 ,15.2,<18.5      ,240
V3136 Sgr  ,182145.6-325041 ,15.5,<18.4      ,240
V1442 Sgr  ,180336.5-295339 ,17.1,<19.7      ,240
V2704 Sgr  ,181345.5-343419 ,15.4,17.7,240
Y     Ara  ,163905.5-594823 ,8.6,<14.0      ,240.2
RU    Sgr *,195842.9-415058 ,6,13.8,240.49
V0634 Sgr  ,180939.2-354413 ,14.6,<16.5      ,240.6
EP    Sco  ,165446.3-312217 ,14,<16.5      ,240.7
V0352 Cen  ,115113.9-493031 ,12.3,15.1,240.7
T     Nor *,154403.8-545913 ,6.2,13.6,240.7
S     Tuc  ,002307.7-614017 ,8.2,15,240.71
DU    TrA  ,163708.0-622728 ,13.8,16.4,241
V     Aqr *,204649.4+022615 ,7.6,10.1,241
V2089 Sgr  ,190044.6-194807 ,13.5,<16.0      ,241
RY    Tel  ,182706.6-505033 ,11,<15.       ,241
V1120 Cen  ,121837.0-530812 ,13.2,<16.8      ,241
V0635 Sgr  ,180949.3-360127 ,13.4,<16.5      ,241
V2016 Sgr  ,183810.4-265822 ,13.5,15.6,241
V1158 Sgr  ,192012.8-405237 ,12.1,<15.5      ,241
KM    CrA *,175905.7-392950 ,12,<16.5      ,241
FR    Lyr  ,183345.1+281719 ,13.8,<17.       ,241
V5543 Sgr  ,184550.3-321626 ,11.5,16.7,241
BP    Sgr  ,194720.5-442816 ,10.4,<13.5      ,241
PY    TrA  ,153908.1-652514 ,12.2,<14.7      ,241
LT    Sco  ,172750.0-405909 ,15.4,<16.6      ,   241.          :  
V1629 Oph  ,171329.8-212202 ,15.8,<19.1      ,241
X     CrB  ,154853.5+361453 ,8.5,14.2,241.17
V0595 Aql  ,202135.5+004310 ,12.5,<16.       ,241.3
V1126 Cyg  ,193238.4+293526 ,15,<17.1      ,241.4
IP    Vul  ,192253.2+265800 ,15.5,<17.       ,241.5
V0957 Sgr  ,184348.1-314807 ,12.3,<17.       ,241.5
V0637 Sgr  ,180953.6-361045 ,13,<16.5      ,241.5
V1624 Oph  ,171314.1-163119 ,14.6,<18.6      ,241.5
Y     Tau  ,054539.4+204142 ,6.5,9.2,241.5
S     Lac *,222900.9+401856 ,7.6,13.9,241.5
AK    Tau  ,040239.4+210359 ,11.8,15.8,241.56
S     Tri *,022719.5+324423 ,8.9,<12.4      ,241.6
V0639 And  ,232100.9+484610 ,12.3,13.1,   241.7         :  
WZ    Mus  ,132702.0-702442 ,14.5,<16.5      ,241.8
R     Lib  ,155336.0-161411 ,9.8,15.9,241.85
V0673 Car  ,110538.6-731548 ,12.1,<15.0      ,242
V0385 Gem  ,065937.6+164039 ,12,13.4,242
EL    Oct  ,125956.0-831207 ,11.6,<14.3      ,242
OR    Sgr  ,185349.0-272058 ,13.6,<16.5      ,242
V0375 Oph  ,174302.8+013537 ,13.8,<15.7      ,242
IO    Cen  ,135938.0-560855 ,15.4,<16.5      ,242
V0657 Sco  ,175149.1-384959 ,14.5,<16.5      ,242
AV    Sct  ,185415.9-120017 ,12.8,16.6,242
V0369 Aql  ,192650.2+001810 ,14.4,<15.0      ,242
CK    Sgr  ,190109.5-145942 ,13.5,<16.0      ,242
V2068 Sgr  ,185521.0-225954 ,12.8,<16.0      ,242
V0967 Sgr  ,190136.1-271809 ,14.5,<17.       ,242
CO    Cap  ,203310.5-234011 ,10.8,12.8,242
V1679 Sgr *,183213.5-260025 ,14.2,<16.0      ,242
V2057 Sgr  ,185232.6-201145 ,14.4,<16.0      ,242
V0863 Aql  ,193539.4+075557 ,14.4,<16.6      ,242
V0660 Sgr *,181214.4-361843 ,13.1,<17.6      ,242
HU    Ara  ,175622.5-551121 ,11.3,<14.0      ,242.3
FN    CrA  ,180446.3-372421 ,15.4,<16.5      ,242.5
V     CMa  ,064340.7-314657 ,10.3,13.3,242.54
WW    Aqr  ,213453.0+024210 ,10.5,<14.5      ,242.7
DF    Aql  ,192040.3-113045 ,12.3,15.2,242.97
V1596 Sgr  ,182024.1-295625 ,13.4,15.3,243
ZZ    TrA  ,160518.2-640554 ,14.5,16.4,243
V0359 Lup  ,151215.1-311047 ,9.3,<14.7      ,243
V0439 Hya  ,104407.4-272642 ,11.2,<14.2      ,243
AR    Gem  ,063108.0+162737 ,13.7,15.1,243
V2756 Sgr *,181434.5-294923 ,13.2,15.2,243
V1335 Sco  ,163956.6-451628 ,13,15.4,243
GO    Sgr  ,182215.1-255457 ,13,<17.       ,243
V0578 Aql  ,200759.6-043925 ,13.8,<16.       ,243
EV    Ori  ,051532.4+092436 ,9.3,11.1,243
V0710 Cen  ,140846.9-570436 ,14.8,<16.0      ,   243.          :  
KK    Cep  ,220917.8+545821 ,16,18.1,   243.          :  
V0391 Ser *,180958.0-145836 ,14,16.1,243
TV    Aql *,201249.6+061800 ,9.9,<14.0      ,243.22
EP    Sgr  ,192531.6-131858 ,12.8,<17.       ,243.3
CW    Nor  ,161523.5-561941 ,14.4,16.5,243.3
CM    Ara  ,171139.7-625124 ,12.6,<14.0      ,243.3
RU    Lyn  ,073957.1+364000 ,11,<16.0      ,243.47
AL    Mon  ,071252.2-052047 ,12.5,18,243.5
V0545 Aql  ,194936.8-020329 ,13.5,<16.       ,243.5
T     Pav *,195043.5-714617 ,7,14,243.62
AZ    Lyr  ,185012.8+264135 ,14.2,16.4,243.7
DU    CrA  ,175836.4-370507 ,14.5,<16.5      ,243.8
EH    Oph  ,165911.2-274347 ,14.4,<16.5      ,243.8
QY    Her  ,184609.7+123750 ,13.7,20.5,244
DH    Pav  ,190248.6-644608 ,11.7,16,244
V2114 Sgr  ,191017.3-211200 ,13.5,<16.0      ,244
AZ    Lup  ,152238.9-430618 ,15.5,<16.5      ,244
V0643 Cyg *,213939.2+482629 ,14,16,244
AZ    Oph  ,182008.9+040530 ,13.7,<17.2      ,244
V1140 Cyg  ,193947.0+280512 ,15.3,<20.       ,244
CE    Sge  ,201037.5+180457 ,14.2,15.7,244
CP    Vul  ,194518.1+192944 ,15.2,<17.0      ,244
KM    Car  ,095225.0-630113 ,11.9,<15.0      ,244
IZ    CrA  ,175845.5-382250 ,15,<17.0      ,244
QR    Lup  ,144252.6-502819 ,12.6,<15.0      ,244
V1213 Sgr  ,184732.9-251314 ,13.5,<15.1      ,244
CD    Ara  ,165023.4-585443 ,14,17.4,   244.          :  
V3148 Sgr  ,182203.7-344728 ,14.9,16.8,   244.          :  
UV    Ara  ,180946.3-522451 ,11.9,<15.0      ,244.1
V1836 Sgr  ,181630.0-314949 ,14,<17.3      ,244.25
ST    CrA  ,175950.1-432639 ,13.5,17,244.3
EH    Gem  ,065927.6+121855 ,12.3,16.7,244.4
BI    Nor  ,160347.1-434438 ,14.5,<16.0      ,244.5
V0395 Sco  ,174900.5-373747 ,14.6,<16.5      ,244.5
V1132 Aql  ,192802.9+041255 ,15,<16.5      ,244.5
EU    CrA  ,180305.3-381133 ,15,<16.5      ,244.5
XX    Pav  ,175730.6-583616 ,13.5,<16.5      ,244.5
RS    Per *,022224.3+570634 ,7.82,10,244.5
V1744 Oph *,171638.9-204953 ,17.3,<20.1      ,   244.5         :  
BI    Sct *,185727.9-073128 ,13.2,16.7,244.6
RT    Aps *,140908.7-713629 ,12.6,<16.5      ,244.73
V1265 Cyg  ,193810.3+351150 ,15.7,<17.7      ,245
V0561 Sco  ,164356.1-402604 ,14.2,<17.0      ,245
MM    Cyg  ,215743.0+493519 ,14.9,15.4,245
V1803 Ori  ,050913.7+012131 ,12.2,13.7,245
V2002 Sgr  ,183236.4-221334 ,13,<16.4      ,245
PX    Sgr  ,185916.1-270727 ,14.2,<17.0      ,245
VY    Sco  ,161924.6-222119 ,13,<15.5      ,245
V0371 Sct  ,184334.7-105317 ,13.4,<17.4      ,245
V1655 Sgr  ,182435.8-250111 ,13.9,<16.2      ,245
BO    Lyr  ,190553.2+311358 ,14,19,245
BG    Tel  ,182757.4-533507 ,11.2,<14.1      ,245
V0589 Car  ,092332.2-722249 ,12.6,<15.0      ,245
V2421 Sgr  ,175829.5-285811 ,16.8,<19.5      ,245
BK    Mon  ,070250.7+030924 ,14.2,15.9,245
CF    Vel  ,101057.5-503053 ,10.3,15.5,245
V1744 Sgr  ,180255.0-311208 ,14.5,16.8,   245.          :  
V0344 Ara  ,163623.4-553412 ,12, 14.6  :   ,   245.          :  
V1992 Sgr  ,182935.0-243915 ,14.7,<16.2      ,   245.          :  
V3227 Sgr  ,182406.1-345537 ,15.1,<19.5      ,   245.          :  
AG    Vel  ,105210.7-565834 ,13,<16.       ,   245.          :  
BC    Ser  ,160058.1+021028 ,10,<14.       ,245
BY    Sco  ,162906.0-292448 ,14,<17.       ,245.1
BB    Del  ,205321.3+154538 ,11.3,15.3,245.2
SU    Pav *,201739.0-600419 ,8.6,<14.2      ,245.3
V1425 Oph  ,170759.2-181637 ,15.4,<19.6      ,245.5
VV    Oph  ,172647.2+032804 ,11.5,15.5,245.58
R     Dra  ,163240.2+664518 ,6.7,13.2,245.6
V0909 Oph  ,182550.1+031300 ,13.4,17.2,245.63
V1854 Sgr  ,182005.4-322843 ,13.4,<19.0      ,245.9
GI    Sgr  ,181653.2-362750 ,11.7,17.5,245.91
V5442 Sgr  ,180318.7-300220 ,15.38,-0.4,246
NP    Mus  ,114047.6-700328 ,12.3,<15.0      ,246
V0546 Sgr  ,180029.8-352409 ,14.6,<16.5      ,246
V1222 Sgr  ,185427.5-264734 ,13.8,<15.4      ,246
OU    TrA  ,151928.8-692030 ,12.6,<14.6      ,246
PP    TrA  ,152635.0-625304 ,11,<14.1      ,246
CC    Cen  ,133713.9-534314 ,14,<16.5      ,246
V2062 Sgr *,185357.2-231621 ,13.4,<16.0      ,246
V1199 Oph  ,170029.7-203050 ,14.3,19.2,246
WW    Mus  ,132005.9-690411 ,13.8,<16.5      ,246
BR    Pav  ,200916.8-571954 ,9.8,15.3,246.13
WX    Lyr  ,184810.1+453839 ,14.5,17.8,246.2
ST    Gem  ,073911.7+342858 ,11,15.5,246.23
ZZ    Lib  ,151015.3-293459 ,12.2,<16.4      ,246.3
VZ    Lyr  ,190918.1+293259 ,12,16,246.4
BP    Gem *,075914.4+203827 ,9.5,14.8,246.5
V0515 Sgr *,182515.4-252535 ,14.3,<17.0      ,246.5
V1656 Sgr *,182511.5-262615 ,13.6, 16.0  :   ,246.5
V1656 Sgr *,182511.5-262615 ,13.6, 16.0  :   ,246.5
CS    Lup  ,155710.2-405903 ,13.5,<16.0      ,246.6
RW    Oph *,175520.5+074949 ,9.7,14.5,246.71
TX    Sgr  ,191359.6-172554 ,10,<14.       ,246.73
DS    Aql  ,193643.6-081530 ,13.5,<16.       ,246.88
V0352 Lup  ,150854.8-481005 ,11.4,<15.0      ,247
V0867 Cyg  ,192837.0+325918 ,14.4,<16.5      ,247
AW    Mus  ,134913.3-681212 ,14.5,<16.5      ,247
BC    Lac  ,223659.9+450156 ,12.2,15.7,247
VY    Ara  ,163657.3-584646 ,15,<16.5      ,247
V0707 Cen  ,140410.8-542707 ,14.2,<16.0      ,247
PY    Sgr  ,190053.3-280705 ,13.5,<16.0      ,247
KP    Sct  ,185152.0-091919 ,15.3, 19.   :   ,247
PT    Sct *,185510.6-091509 ,15,17.6,247
IW    Ser  ,181526.4-125738 ,14.3,16.1,247
FZ    Gem  ,070135.3+150100 ,12.7,16.7,247
V2050 Sgr  ,185051.3-211401 ,13.7,<16.0      ,247
SW    Aql  ,195040.7+124913 ,13.3,16,247
V1575 Oph  ,171203.7-165145 ,16.4,<19.0      ,247
TV    Peg  ,212646.5+163454 ,9,<14.       ,247.1
EW    Ara  ,172900.7-540908 ,11.3,<15.0      ,247.2
DT    Ara  ,172152.6-572008 ,11.8,14.5,247.3
V0873 Sco  ,161103.4-253931 ,12.9,<15.5      ,247.34
CH    Ara  ,170648.1-590322 ,9.7,<13.4      ,247.5
IK    Sgr  ,183132.7-244738 ,13.3,16.5,247.5
V0945 Sgr  ,183710.0-274209 ,13.8, 17.0  :   ,247.5
V0633 Oph  ,183548.3+103658 ,12.8, 17.   :   ,247.5
Y     Aps  ,140605.5-722249 ,14.2,<16.5      ,247.5
V0608 Sgr  ,180645.9-353553 ,13.3, 17.0  :   ,247.6
BF    Sct  ,185648.6-055700 ,14,<17.5      ,247.6
V0366 Cen  ,120912.9-464849 ,11.8,16.1,247.7
V1873 Sgr  ,182452.4-361101 ,14.1,<19.0      ,247.7
V0992 Cyg  ,194903.3+352741 ,14.5,<17.9      ,247.8
WZ    Her  ,180131.5+184320 ,11.5,14,247.8
WY    Aqr  ,221516.6+014017 ,10,<14.       ,247.8
AC    Sge  ,194839.1+184829 ,12.8,<16.0      ,247.8
RX    Lyr *,185410.0+324951 ,10.9,16,247.82
V0422 Aql  ,194818.3+062244 ,14,18,247.9
DW    Her  ,184413.9+231228 ,13.5,<15.5      ,248
V0450 Vel  ,083056.7-504225 ,12.6,<14.2      ,248
V0392 Sco  ,174813.7-374405 ,15.5,<16.5      ,248
AX    Ari  ,015814.0+223412 ,12.3,13.4,248
UU    Lyr  ,190542.3+280500 ,11.5,<16.1      ,248
V0354 CMa  ,062603.8-142101 ,11.1,13.9,248
V1637 Sgr  ,184031.0-282425 ,11.3,<17.       ,248
ET    Cas  ,235758.4+592508 ,15.7,17.3,248
V1815 Sgr  ,180638.4-331945 ,13.8,17.3,248
AU    Ara  ,173124.3-454451 ,14.5,16.3,248
AE    CrA  ,180126.4-374538 ,14.4,<16.5      ,248
VX    Del  ,202339.1+175335 ,13.5,15.7,248
V0641 Aql  ,193752.8+092806 ,14.2,<16.1      ,248
V1698 Aql  ,194449.5-004657 ,11.5,13.5,248
V2293 Sgr  ,181427.9-274954 ,13.8,17.7,248
V0362 Oph  ,170939.6-284559 ,15,<18.0      ,248
SU    CMa  ,070123.2-190246 ,10,<12.9      ,248
V0432 Aql  ,200102.5+105945 ,13,<15.5      ,248
CU    Nor  ,161514.6-564332 ,15,<16.5      ,248
V2403 Sgr  ,190441.3-285447 ,14.6,<15.5      ,248
V1746 Sgr  ,180305.0-322644 ,14.4,<18.3      ,   248.          :  
V1667 Oph  ,171429.9-194546 ,14,<18.2      ,248
RY    Del  ,203014.8+101631 ,11.8,<16.0      ,248.26
FG    Cas  ,000529.2+562303 ,14.2,<17.2      ,248.3
MW    Aql  ,194244.4+133415 ,13.1,<16.2      ,248.5
V1902 Sgr  ,183225.0-244949 ,13.7,<16.       ,248.5
ES    CrA  ,180257.0-373539 ,13.7,<16.5      ,248.5
V2562 Sgr *,182859.1-224725 ,13.3,<16.0      ,248.53
FF    Mus  ,122846.3-683506 ,13.1,<16.1      ,248.6
EZ    Sgr  ,193752.2-140808 ,12, 16.   :   ,248.6
Y     Per *,032742.4+441036 ,8.1,11.3,248.6
ST    Aql  ,194916.2+122213 ,12.5,<15.       ,248.7
W     TrA  ,165200.6-675914 ,9.4,12.5,248.7
AE    Her  ,184311.6+225944 ,10.5,15,248.99
V2400 Sgr  ,190212.1-262452 ,14.1,<16.       ,249
V1328 Aql  ,195640.1+043246 ,15.2,<18.       ,249
KW    Cas  ,225848.6+571331 ,13.1,<17.       ,249
UV    Oph  ,164248.9-124413 ,11,13,249
V0822 Sco *,174858.5-411737 ,13.7,14.6,249
CQ    Aps  ,164928.7-720335 ,11.3,<14.5      ,249
V0417 CrA  ,181100.7-422432 ,12.8,           ,249
V2026 Sgr  ,184142.4-265646 ,14, 16.0  :   ,249
V0698 Ara  ,165525.7-600905 ,11.9,14,249
V2060 Sgr  ,185312.5-192151 ,14.3,<16.0      ,249
V2837 Sgr  ,181617.1-314803 ,15.8,<18.5      ,249
X     UMa  ,084049.5+500812 ,8.1,14.8,249.04
V0643 Ara  ,164134.1-571324 ,12.5,<14.1      ,   249.3         :  
V0674 Oph  ,184407.0+105953 ,14.3,19,249.4
V0390 Cyg  ,193155.3+482730 ,11.1,18.6,249.4
V1319 Sgr  ,180159.5-295915 ,16,17.1,249.5
BI    Lyr  ,185751.9+283621 ,12,<16.5      ,249.8
V1916 Sgr  ,183706.6-341851 ,14.2,18,249.9
V2499 Sgr  ,180053.0-291101 ,15.6,<18.9      ,250
V2145 Sgr  ,192453.4-200309 ,14.4,<16.0      ,250
CS    Cyg  ,194645.0+492549 ,13,<14.7      ,250
V0500 Cas  ,025133.0+575035 ,14.4,17,250
V2483 Sgr  ,180021.6-290850 ,16.8,18.4,250
YY    Ser  ,180534.6-011046 ,14.4,20,250
LM    Ara  ,180447.0-504038 ,13.7,17.7,250
EO    Sgr  ,192328.7-145341 ,13.5,15.2,250
V1500 Sco  ,171758.7-341315 ,12.2,16.6,250
V0775 Ara  ,165748.5-565015 ,12,<14.5      ,250
RR    Sge  ,195653.2+193702 ,13.5,<16.       ,250
IQ    Aql  ,190854.1-064904 ,13.6,<16.4      ,250
AF    Eri  ,042019.5-102426 ,13.4,15.7,250
CM    Cas  ,015256.3+675647 ,13.4,<16.       ,250
V0436 Oph  ,181748.3+033958 ,13.6,19,250
AM    Per  ,030302.8+481624 ,13.3,16,250
V1486 Sco  ,171522.1-322041 ,12.3,<16.0      ,250
V1488 Sco *,171524.5-322817 ,12.3,17.6,250
WW    Sct  ,183814.9-103413 ,12,<16.5      ,250
AH    CrA  ,180714.5-382330 ,13.5,<16.5      ,250
V4012 Sgr  ,181613.7-273923 ,         ,           ,250
CV    Pyx  ,085835.6-264837 ,11.7,13.5,250
V0781 Sco  ,160649.3-113158 ,14.2,19.3,250
V0420 CrA  ,182711.5-385602 ,13.6,<15.8      ,250
V1446 Sco  ,171153.7-325948 ,12.3,<18.0      ,250
V0450 CrA  ,175913.5-450618 ,13.9,14.9,250
V0545 Sgr  ,180029.1-352038 ,15.5,<16.5      ,250
KN    Sgr  ,183940.8-245503 ,13.7,<16.2      ,250
HP    Cyg  ,193328.7+403037 ,13,17.4,250
BW    Ser  ,184300.8+040608 ,15,<17.       ,250
IT    Sge  ,191041.0+171258 ,13.6,14.9,   250.          :  
EW    Hya  ,124005.6-302818 ,14,<16.0      ,   250.          :  
NZ    Cep  ,215659.7+561120 ,16.4,17.1,   250.          :  
V2412 Cyg  ,195807.7+465601 ,12.7,14.3,   250.          :  
UX    Ara  ,165522.5-515535 ,9.9,<12.8      ,   250.          :  
II    Sgr  ,183133.9-332853 ,13.9,18.4,   250.          :  
SZ    Pyx  ,083308.4-175855 ,11,<12.5      ,   250.          :  
AX    Pav  ,182900.4-592512 ,14.3,<16.2      ,   250.          :  
V0941 Aql  ,190128.5-054435 ,15.2,16.8,   250.          :  
OY    Aur  ,045942.3+424630 ,11.5,12,   250.          :  
V3073 Sgr  ,182021.1-310550 ,14.8,<18.3      ,   250.          :  
V0661 Cen  ,133353.2-334340 ,11.5,16.6,   250.          :  
CY    Nor  ,161603.3-595345 ,14.8,16.4,   250.          :  
V0404 Sct  ,182912.8-153738 ,15.6,17.2,   250.          :  
V1740 Sgr  ,180219.0-282952 ,14.2,15.2,   250.          :  
V0581 Her  ,185313.8+122700 ,16,<17.5      ,   250.          :  
V0399 Aur  ,052540.4+293815 ,11.1,11.8,   250.          :  
V0742 Oph  ,171956.5-185411 ,12.9,19.6,250
AT    Oph  ,175643.2+022548 ,13.9,<17.0      ,250
V3176 Sgr *,182251.4-324143 ,14.3,17.5,   250.0         :  
V     Vir *,132748.1-031023 ,8.1,15,250.08
V0843 Cyg  ,192257.1+294109 ,14.1,<16.8      ,250.15
V0668 Sgr  ,181259.2-360938 ,15.6,18.1,250.2
V0953 Cyg  ,194248.4+382335 ,15.2,<19.       ,250.2
T     Tuc *,224033.5-613314 ,7.5,13.8,250.3
RT    Men *,043646.9-701841 ,12.2,17.2,250.44
Z     CrB  ,155608.4+291418 ,8.8,15.5,250.68
AX    Lyr  ,184241.5+353509 ,12.6,17.5,250.7
GW    Cyg  ,215907.8+460837 ,13.2,<15.8      ,250.7
V0690 Sgr  ,181453.2-361727 ,13.7,<17.5      ,250.7
AV    Aqr  ,222413.4-194743 ,11,<14.5      ,250.7
MU    Sco  ,173558.9-444339 ,14.8,<16.5      ,250.8
FT    Sgr  ,180031.9-343830 ,11.5, 17.0  :   ,250.9
V0797 Oph  ,173822.6+021321 ,14,<16.6      ,251
V0668 Car  ,105255.3-693908 ,11.9,<14.4      ,251
KU    CrA  ,180006.9-393815 ,14.5,<17.0      ,251
AW    Cep  ,211130.2+735315 ,12,<16.       ,251
V0418 Vel  ,100827.1-470052 ,10.7,15,251
V1634 Cyg  ,201219.4+415150 ,11.9,13.7,251
V2099 Sgr  ,190155.7-174249 ,13.7,<16.0      ,251
EP    Ara  ,172704.2-610438 ,13.5,<16.5      ,251
BK    Lyr  ,185913.6+305847 ,11.7,16.9,251
BC    Lyr  ,185218.7+283458 ,13.5,16.5,251
FP    Oph  ,170249.9-274500 ,13.5,<16.5      ,251
ES    Per  ,013250.2+542036 ,14.3,<17.8      ,251
V2394 Sgr  ,185542.3-341237 ,14.4,<15.5      ,251
V0421 CrA  ,183335.4-373726 ,12.8,<14.8      ,251
V0711 Cen  ,140943.5-561711 ,13.6,<16.0      ,251
CX    Vul  ,195110.9+204521 ,14.5,18,251
V0478 Nor  ,161748.2-541225 ,11.5,13.7,251
V0777 Ara  ,170007.2-565949 ,12.7,<15.0      ,251
V1339 Cen  ,141008.5-382751 ,11.6,<15.0      ,251
V1364 Cen  ,144111.5-624833 ,13,<14.2      ,251
V0678 Pup  ,075747.4-375111 ,12.6, 14.0  :   ,   251.          :  
GR    Ara  ,173917.4-594643 ,13.1,<16.5      ,251
V4069 Sgr *,183614.1-240751 ,14.3, 17.0  :   ,251.1
RT    Lib *,150626.2-184356 ,8.2,14.7,251.16
V0926 Oph  ,183610.4+065258 ,12.4,<17.0      ,251.3
V1246 Aql  ,193122.0-054351 ,15,<16.5      ,251.34
V0923 Sgr  ,191631.4-180136 ,12.6,<16.       ,251.5
IU    CrA  ,182024.2-381715 ,12.7,<16.5      ,251.6
RR    Ori  ,060302.6+162240 ,9.1,<14.7      ,251.78
V0419 CrA  ,182508.5-375159 ,12.8,<15.2      ,252
V0348 Aps  ,150753.2-721738 ,12.4,<15.3      ,252
ER    CrA  ,180241.6-370530 ,14.5,<16.5      ,252
WX    Ara  ,163754.3-563334 ,15,<16.5      ,252
V0582 Car  ,090518.0-670824 ,11,12.6,252
V0385 Lyr *,192537.1+331737 ,16.1,<20.       ,252
LP    Sco  ,172701.3-452357 ,15.2,<17.0      ,252
AC    Tel  ,183916.8-563944 ,11.9,13.8,252
V2092 Sgr  ,190103.0-162752 ,13.6,<16.0      ,252
AR    Sge  ,195620.2+205953 ,14.9,<16.5      ,252
